gene,day0_rep1,day0_rep2,day0_rep3,day1_rep1,day1_rep2,day1_rep3,day2_rep1,day2_rep2,day2_rep3,day4_rep1,day4_rep2,day4_rep3,day5_rep1,day5_rep2,day11_rep1,day11_rep2,day11_rep3,day18_rep1,day18_rep2,day18_rep3
SERPINF1,154,200,258,317,264,303,202,271,233,450,416,330,699,370,298,219,375,1059,1018,947
SMYD4,1014,1428,1486,1804,1665,1634,1111,1138,1166,2524,2376,1829,3585,1817,2190,1750,2562,2765,2436,2329
RPA1,6825,8723,9342,9282,8990,8537,4810,4767,4565,11835,11617,9374,19056,8904,9490,6733,10728,12785,11212,10992
AC130689.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016292.3,7,7,6,10,18,20,1,4,15,6,17,27,35,15,12,10,24,17,16,12
RTN4RL1,72,45,72,457,543,427,45,68,68,271,224,180,551,280,817,839,1041,165,162,180
CTD-2545H1.2,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,2
AC099684.1,0,0,0,12,2,3,0,0,0,0,0,0,2,2,10,11,2,0,2,1
CTD-2545H1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPH1,544,585,793,1169,1239,1113,602,695,589,1369,1387,971,2360,1179,1664,1699,1849,1620,1475,1311
OVCA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-667K14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-667K14.3,47,39,41,114,119,86,46,43,46,75,56,62,199,85,146,102,187,110,78,73
MIR132,0,1,1,2,2,1,0,2,1,0,0,0,2,0,0,3,2,0,1,1
MIR212,0,1,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0
HIC1,162,126,212,171,152,148,119,113,134,179,178,149,298,160,289,297,267,208,226,204
SMG6,2993,3694,4161,7145,6746,6072,3233,3251,3145,7309,6973,5520,12678,6147,8571,8752,9847,8811,7760,7020
RP11-667K14.14,3,4,2,17,10,3,1,0,0,4,6,1,5,0,5,5,3,7,8,0
RP11-667K14.5,0,0,1,4,2,4,0,4,2,3,7,0,12,0,2,7,2,4,2,1
RP11-667K14.13,0,0,2,1,1,0,0,2,0,0,0,0,0,1,3,1,1,0,0,0
RP11-667K14.10,2,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
RP11-667K14.9,0,2,0,6,0,2,0,0,0,1,2,2,0,4,2,0,0,1,1,0
RP11-667K14.8,0,0,0,10,2,2,0,2,0,0,2,0,0,2,5,0,3,2,1,0
RN7SL624P,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
AC090617.1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
AC130689.5,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0
AL450226.2,0,2,0,11,0,4,2,0,0,0,0,0,0,0,3,3,0,2,5,4
SMG6-IT1,0,2,0,4,0,0,0,0,0,0,0,2,2,0,0,3,0,0,4,0
RP5-1037N22.2,0,0,0,2,1,1,0,0,0,1,0,0,0,0,2,2,1,0,2,0
SRR,683,754,844,1254,1227,1022,592,625,522,1469,1384,1079,2338,1003,1588,1424,1867,1449,1252,1306
HNRNPA1P16,81,81,85,132,118,117,70,70,57,147,139,123,221,87,164,143,220,125,125,109
TSR1,3378,4573,4958,3804,3781,3516,2337,2317,2134,5031,4827,3846,7853,3837,4490,5094,5144,5926,5298,5076
SNORD91B,2,6,4,19,0,9,0,2,5,11,1,6,18,4,20,8,5,0,2,3
SNORD91A,3,2,5,7,5,0,0,2,2,6,5,3,5,3,7,4,9,4,2,9
SGSM2,3715,3631,5345,11560,11088,10618,3773,4285,4263,8886,8230,6370,14545,8086,18998,16464,21347,11662,10444,9346
RP1-59D14.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-59D14.5,100,142,132,310,229,276,92,108,120,212,188,191,505,257,421,364,533,357,250,253
MNT,1302,1199,1971,3510,3481,3189,1683,1747,1651,3731,3562,2700,5700,3273,4928,5578,5687,4042,3617,3215
RP1-59D14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METTL16,2393,3031,3260,4146,3966,3731,2365,2319,2313,5081,4804,3938,7987,3889,4913,5656,5713,5834,5324,4994
RP1-59D14.9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0
RP1-59D14.8,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
RN7SL33P,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
EIF4A1P9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
PAFAH1B1,10109,13709,14236,22374,21838,20509,9630,9182,9519,22221,21610,17105,39617,19217,33798,35603,38643,22896,20634,19703
SAMD11P1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,3,2,0,0,0
RP11-135N5.3,12,3,21,131,29,28,4,9,0,16,13,8,27,18,49,45,49,9,69,6
RN7SL608P,5,14,11,29,27,28,13,11,9,20,27,16,46,16,35,37,37,28,11,25
RP11-74E22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-74E22.6,8,6,4,30,9,8,3,2,2,7,8,4,11,9,13,11,13,13,13,7
CLUH,3756,3135,5530,3679,3704,3208,2220,2358,2461,4834,4700,3877,7628,4366,5262,5500,6210,5963,5525,4904
MIR6776,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-74E22.3,0,1,2,2,1,5,7,0,0,5,5,3,6,1,4,2,1,3,7,0
RP11-74E22.8,0,7,9,102,112,112,16,27,21,38,50,47,133,86,230,357,267,16,14,18
RP11-74E22.4,0,0,4,14,25,17,2,3,2,4,11,5,27,8,28,35,49,6,4,4
MIR1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAP1GAP2,479,478,698,429,391,369,334,284,320,404,436,367,1052,596,838,1189,965,852,786,799
CTD-3060P21.1,2,4,2,2,0,0,0,0,0,0,2,0,0,0,2,3,0,0,3,1
OR1D5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
OR1D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR1E3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR1G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2309O5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OR1A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OR1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR1D4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
OR1D3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OR3A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-64J4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR3A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RP11-64J4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR3A4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR3A5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR1AC1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OR1R1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OR1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OR3A3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
OR1E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-147K16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA22,0,1,2,0,0,0,0,0,1,0,1,2,2,0,0,1,0,0,0,2
ASPA,0,0,0,0,1,1,2,0,1,0,0,0,2,0,2,11,7,2,2,0
TRPV3,304,367,438,154,193,151,173,145,144,265,251,251,810,350,81,62,119,610,560,514
TRPV1,285,295,434,1129,934,1112,517,563,516,1197,1261,1015,1820,957,1766,1722,2079,1437,1273,1128
RP11-235E17.3,2,4,4,13,8,17,2,1,0,19,3,4,21,4,8,6,7,9,4,9
RP11-235E17.4,2,2,12,38,31,30,4,15,11,11,26,10,31,18,35,36,38,23,20,10
SHPK,178,229,236,331,265,264,144,152,152,330,249,245,587,264,324,250,424,392,410,331
RP11-235E17.5,7,7,9,15,5,11,2,3,6,13,7,8,24,15,11,10,12,11,11,8
CTNS,668,581,793,1038,1023,1008,981,940,1066,2016,1945,1577,3038,1575,1476,1923,1643,2334,2220,1990
RP11-235E17.6,46,72,96,104,76,118,66,56,65,110,112,54,170,105,136,172,181,154,134,152
TAX1BP3,149,175,175,101,99,101,59,54,54,111,114,100,283,114,106,81,139,128,113,129
P2RX5-TAX1BP3,83,101,113,126,118,116,57,50,46,99,130,91,232,120,142,163,201,78,78,70
RP11-48B14.1,19,17,17,36,29,25,6,11,12,20,21,21,51,25,33,46,35,38,30,26
EMC6,51,45,58,70,61,42,29,36,48,60,76,50,151,61,80,81,101,114,116,102
P2RX5,8,9,10,30,9,26,4,18,2,12,17,15,33,21,71,104,50,29,32,19
ITGAE,794,961,1086,918,762,791,421,512,481,990,1015,867,1778,773,918,750,1183,1418,1346,1160
CTD-3195I5.3,26,17,28,36,33,23,17,8,24,32,13,17,55,22,35,30,30,43,34,32
GSG2,555,669,745,507,482,439,345,351,307,676,662,547,858,398,379,210,450,821,787,679
CTD-3195I5.4,4,0,7,0,3,0,2,1,0,10,1,0,3,0,0,1,4,5,1,5
C17orf85,4640,5913,6584,9790,8730,8586,4871,4690,4664,9998,9932,7885,17270,8373,12130,11107,13815,11645,10456,9905
CAMKK1,175,176,234,424,502,375,176,233,204,429,445,361,798,425,778,830,865,469,403,349
P2RX1,1,0,0,0,0,0,0,0,2,2,3,4,2,0,2,15,2,0,0,0
ATP2A3,22,4,16,8,9,9,9,4,10,10,13,16,36,14,15,10,6,20,6,21
RP11-459C13.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ZZEF1,3345,3878,4557,7631,6974,6771,3081,2827,2841,6138,6100,4727,11335,5757,10422,11352,11478,7046,6404,6118
RNA5SP434,1,2,7,8,2,1,2,1,0,0,5,2,2,2,2,1,3,0,2,0
CYB5D2,567,522,763,2070,2053,1960,524,499,483,1429,1444,1083,2871,1443,2951,2107,3307,1378,1354,1177
ANKFY1,5332,6638,7842,12245,12061,11200,5151,5171,5116,11833,11778,8802,18660,9138,17620,18716,20297,13180,11317,10697
RP11-810M2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RYKP1,0,2,4,39,8,11,2,6,2,12,6,7,19,7,25,20,18,4,10,2
RP11-104O19.4,22,11,15,60,65,62,25,23,11,66,58,36,93,54,74,61,100,54,53,58
UBE2G1,4246,5467,5656,4891,4599,4595,2583,2715,2613,5685,5571,4327,9709,4682,6725,5974,7474,6594,6155,5839
MFSD1P1,2,6,6,23,4,18,0,2,0,3,3,6,10,7,10,8,11,0,6,0
RN7SL774P,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SPNS3,0,0,2,4,4,3,2,4,2,0,2,0,4,0,14,25,10,13,12,8
RP13-580F15.2,0,0,0,0,2,0,0,0,0,1,0,0,0,2,3,3,0,0,0,0
AC118754.4,0,0,0,6,10,2,0,0,0,0,2,0,3,2,23,18,11,0,0,0
SPNS2,32,12,38,363,452,421,40,52,51,130,103,73,352,238,1229,1347,1439,88,104,82
MYBBP1A,3362,2828,4640,3274,3143,2824,1799,1782,1835,4166,3776,3029,6770,3478,3950,3779,4634,4718,4226,3969
GGT6,0,1,2,2,0,3,0,2,0,0,2,4,1,0,3,11,6,3,1,3
RP11-141J13.3,0,0,0,2,2,0,0,4,2,2,0,0,2,4,6,2,2,0,0,1
TXNP4,1,0,0,3,4,0,0,0,2,1,0,0,5,2,3,2,2,5,2,0
SMTNL2,2,2,5,5,3,3,0,2,4,2,6,0,10,12,8,6,6,9,4,4
RP11-141J13.5,0,0,1,0,0,0,0,0,0,0,0,2,2,0,2,4,0,0,1,0
RNU6-955P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALOX15,2,1,0,13,4,6,2,0,4,4,8,5,16,8,6,27,15,8,7,0
PELP1,4402,3692,5900,7078,6583,6227,3408,3586,3830,7259,7180,5480,12081,6549,8916,9100,10224,8726,8108,7226
AC091153.4,0,5,4,5,2,3,0,3,0,3,3,1,0,0,4,1,3,1,2,2
RP11-314A20.2,0,2,10,24,14,18,2,7,8,4,7,8,29,14,16,0,14,10,19,10
RP11-314A20.1,7,5,7,19,13,20,4,9,4,10,18,16,36,12,14,11,14,14,18,14
ARRB2,1023,1155,1599,2858,2795,2617,1151,1375,1388,3088,2940,2337,4631,2406,3671,3503,4384,3224,2921,2624
MED11,197,231,244,341,373,328,171,171,182,379,315,277,637,337,454,434,498,372,313,343
RP11-314A20.5,1,3,0,1,3,2,0,0,1,0,2,1,4,2,2,3,2,1,3,1
CXCL16,12,7,12,45,37,54,20,22,18,31,47,31,94,63,52,160,124,35,31,37
ZMYND15,0,2,2,2,0,2,0,1,0,6,4,0,8,6,6,17,8,2,11,5
TM4SF5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
VMO1,10,11,12,28,43,21,12,17,5,56,33,22,51,27,42,31,46,43,24,23
RP11-81A22.4,80,82,112,276,291,323,87,87,75,288,297,205,557,301,457,321,463,219,237,210
GLTPD2,37,30,53,141,151,111,53,41,36,135,106,84,186,143,196,128,257,102,107,94
PSMB6,4083,4745,5674,4523,4566,4294,2728,3033,3183,6192,5824,4463,10084,5160,5277,4708,6196,7254,6692,6197
RP11-81A22.5,14,9,9,24,25,36,28,20,24,42,27,43,67,33,36,30,41,51,51,59
PLD2,1623,1754,2402,1714,1560,1473,1520,1647,1689,2821,2623,2214,4408,2355,1549,1094,1717,4050,3427,3569
MINK1,3209,3056,4635,5102,4767,4561,2858,2716,2987,4869,5199,4019,9553,4866,7795,7660,8700,6668,5818,5448
ATP6V0CP1,0,2,4,12,2,4,4,0,2,0,0,0,2,0,8,9,7,2,7,1
RN7SL784P,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1
CHRNE,30,16,33,37,21,19,11,10,2,30,28,17,80,38,51,31,35,36,47,30
C17orf107,20,10,37,45,23,25,6,11,16,33,26,20,35,36,48,53,42,36,41,28
GP1BA,101,85,143,220,144,190,125,109,102,288,237,210,423,226,209,220,217,334,347,251
SLC25A11,2302,2267,3171,3170,3074,2848,1532,1752,1870,3496,3494,2544,6164,3246,3966,3431,4781,4405,4329,3763
RNF167,2284,2468,3211,4587,4330,3945,2362,2636,2549,5520,5492,4377,10023,4815,5929,6304,6578,6207,5710,5270
PFN1,27443,32008,36037,11249,11203,10616,11586,11973,12797,18827,18110,15154,38564,18079,12812,10240,14313,29589,28774,26045
ENO3,244,242,348,408,398,398,499,470,465,859,873,676,1501,717,308,312,351,1201,1008,882
SPAG7,2430,2269,3050,3754,3669,3430,1876,2067,2086,4340,4274,3371,6936,3539,4481,5061,5371,4750,4481,3993
CAMTA2,406,446,618,1147,1064,1165,661,649,646,1141,1046,842,1942,1143,1937,2339,2146,1578,1436,1311
RP5-1050D4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR6864,0,2,1,4,1,2,2,0,3,3,3,3,2,4,2,1,2,2,4,2
MIR6865,1,1,1,1,0,1,0,2,0,2,4,2,7,3,3,3,3,3,3,2
RP5-1050D4.2,2,0,0,9,3,2,2,2,3,2,1,2,11,6,6,1,3,5,8,3
RP5-1050D4.4,2,5,7,10,6,6,7,5,6,4,15,1,22,11,8,14,6,13,17,7
RP5-1050D4.5,6,2,12,22,17,16,11,13,16,25,28,17,35,14,43,32,43,21,23,38
INCA1,57,58,97,168,168,125,127,128,118,226,213,188,429,190,214,200,226,295,231,271
KIF1C,6187,6103,8713,4363,4340,3745,4925,4907,5217,8617,8615,6761,11763,6453,6005,5484,6325,10862,10479,9175
AC109333.10,4,5,4,15,3,4,6,7,5,3,10,3,5,2,8,10,14,11,12,2
SLC52A1,0,0,0,5,2,4,0,4,2,1,3,2,7,4,7,14,8,1,2,4
RP11-46I8.1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
RP11-46I8.3,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,2,0,0,1,0
ZFP3,26,39,25,146,147,129,52,90,94,155,156,67,215,115,147,219,211,195,189,164
ZNF232,574,720,726,952,1004,826,561,636,559,1338,1109,947,1766,846,1353,1479,1576,1372,1222,1141
AC012146.7,113,96,121,183,193,197,114,105,126,241,234,169,375,147,271,279,310,312,239,281
USP6,34,70,60,130,126,149,61,67,62,131,90,92,256,103,190,256,211,167,134,152
RP11-46I8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ZNF594,977,1305,1435,2753,2515,2326,1370,1415,1446,3040,2823,2280,4585,2197,3070,2876,3488,3622,3139,2804
RP11-333E1.1,26,22,30,206,166,178,59,47,58,107,129,103,242,99,300,235,271,126,118,88
SCIMP,7,11,18,47,40,21,22,17,10,39,30,26,40,27,75,51,70,29,29,35
RP11-333E1.2,5,9,14,56,50,62,18,33,17,47,53,43,111,44,116,127,122,36,22,45
RABEP1,3623,5010,5020,9353,8719,8316,4437,4120,4088,9272,8665,7329,14801,7437,14318,15980,16581,9897,8717,8386
NUP88,2945,3575,3792,3342,3268,3040,1795,1811,1857,3556,3619,2935,6224,3009,4238,3449,4665,4742,4528,4217
RP11-420A6.2,2,10,11,17,20,16,6,12,5,16,27,14,29,10,24,28,27,12,9,13
RPAIN,2268,2762,3031,6291,5927,5836,2320,2283,2357,5112,4562,3848,9815,4720,7941,6781,8624,5161,4543,4357
CTC-524C5.2,316,457,477,1155,1150,1082,422,417,370,691,616,545,1678,775,1451,1162,1598,761,636,666
C1QBP,5230,6476,7005,4138,4469,4093,3006,2872,3105,6187,6053,4649,9916,4597,5228,4877,6008,7590,7186,6727
DHX33,3279,4180,4868,3510,3629,3382,1970,1943,1920,4697,4531,3902,7721,3895,4140,3454,4773,5829,5083,4823
CTC-524C5.5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0
DERL2,1871,2333,2466,3578,3249,3180,1762,1830,1703,4127,4137,3458,7254,3571,4353,4681,5081,4465,3883,3816
MIS12,1500,2010,2045,2515,2445,2343,1310,1435,1348,2864,3056,2376,4978,2420,2976,2889,3417,3310,3002,2846
NLRP1,1661,1694,2321,7019,7212,6478,2160,2163,2519,5312,5267,4096,11911,6160,10507,11155,12281,4895,4535,4245
CTB-162E12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSCD1,4904,5057,6599,13362,13135,11916,4318,4498,4536,10601,10494,8371,19508,10038,22994,20977,26254,11522,10347,9955
RP11-960B9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RNU6-1264P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005668.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
BTF3P14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,4
AIPL1,0,2,0,8,2,0,0,0,0,0,0,0,2,1,7,22,1,0,4,0
RP11-636N17.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM64A,5384,5686,7770,3253,3302,3162,1729,2000,2038,3846,3699,2803,5910,2713,2525,1101,2985,5560,5021,4346
PITPNM3,176,167,272,528,501,536,303,264,336,605,619,358,707,419,1111,1447,1296,538,559,483
KIAA0753,2354,3184,3170,4006,3751,3659,2487,2347,2281,4966,4650,3822,8391,3793,5208,5472,6334,6075,5389,4861
RNA5SP435,4,4,4,7,6,3,1,1,2,7,3,7,10,9,15,10,12,2,5,6
TXNDC17,2131,2737,3081,2023,2049,1798,1146,1092,1175,2387,2250,1807,4566,2182,2222,1896,2552,2840,2591,2416
MED31,181,300,268,277,252,226,145,127,146,303,333,220,637,276,318,304,389,355,305,312
C17orf100,72,70,81,411,425,386,129,156,163,294,316,244,561,266,794,807,801,328,308,286
CTC-281F24.1,15,19,9,30,39,23,20,24,27,35,40,27,101,21,72,62,58,48,38,37
MIR4520-1,0,0,0,4,2,1,2,2,0,3,0,4,7,0,6,2,3,0,2,1
CTC-281F24.3,0,0,2,6,14,4,2,1,10,8,3,4,12,9,18,30,17,6,18,8
SLC13A5,22,24,35,6,25,8,42,50,35,29,36,19,78,41,49,86,41,76,60,70
CTC-281F24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL23AP73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XAF1,1,2,4,0,0,0,2,2,0,1,2,0,4,0,3,3,4,7,0,11
RP11-609D21.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0
FBXO39,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,9,0,7,1,1
TEKT1,0,1,2,4,6,10,15,3,4,9,21,11,38,11,29,53,32,10,11,18
ALOX12P2,8,7,12,84,60,63,17,11,16,25,24,23,42,65,129,143,135,53,43,39
ALOX12-AS1,54,94,92,207,172,183,81,80,85,200,193,124,332,134,262,367,332,166,203,177
RP11-530N7.2,0,0,0,3,0,2,1,0,0,0,5,2,6,2,6,3,4,2,2,2
RP11-530N7.3,2,0,0,2,4,0,0,1,0,0,0,2,3,0,2,5,3,0,0,4
RP11-589P10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-589P10.5,21,27,27,56,48,59,17,36,24,56,55,38,111,68,71,83,121,99,47,47
ALOX12,51,73,67,193,137,149,78,67,77,143,158,96,255,138,227,187,281,157,126,141
RNASEK,57,94,101,116,83,93,67,43,56,76,101,71,171,101,114,115,146,138,92,108
RNASEK-C17orf49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C17orf49,19,30,24,41,45,46,31,22,27,49,27,24,69,52,53,69,71,62,42,53
MIR497HG,0,0,0,0,0,2,1,1,0,0,0,2,0,2,4,1,0,0,1,0
MIR195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCL6B,4,1,0,6,2,0,0,0,4,0,1,1,2,0,1,13,0,2,2,2
SLC16A13,98,127,133,112,137,110,137,175,157,319,261,226,463,217,192,165,178,254,239,233
SLC16A11,10,2,4,2,3,2,12,6,3,16,16,8,15,12,18,29,11,13,8,14
CTD-2545G14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CLEC10A,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,0
ASGR2,2,2,8,5,2,1,0,0,2,2,0,1,4,4,2,15,15,1,7,5
RPL7AP64,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,0,0,0
ASGR1,230,169,274,671,737,647,374,331,345,637,670,464,1034,632,1248,1730,1432,758,766,639
DLG4,2125,2123,2914,6389,5761,5671,2288,2603,2571,4678,4304,3609,8884,4502,11793,16407,14255,6068,5451,4846
CTD-2545G14.4,42,42,52,61,42,51,33,55,42,45,70,50,175,53,84,63,78,85,80,73
ACADVL,3620,4290,5268,5703,5428,5488,3244,3284,3061,6078,6110,4898,11805,6022,9047,7201,9852,8707,7564,7223
MIR324,3,12,6,6,11,17,7,4,6,9,9,9,14,9,22,13,19,13,6,8
DVL2,3312,2884,4533,5758,5634,5168,3870,3828,3911,8280,8288,6113,12515,6449,6561,6751,7702,8720,8322,7107
PHF23,2728,3104,3631,3286,3264,3159,2185,2130,2139,4276,4355,3410,7506,3699,4433,3922,5295,4716,4450,4176
GABARAP,48,47,68,84,61,64,29,21,30,46,48,63,142,40,93,83,95,68,69,78
CTD-2545G14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2545G14.6,20,7,22,54,15,16,17,18,22,54,61,24,80,50,39,39,36,32,46,61
CTDNEP1,1808,1707,2401,2997,3127,2900,1830,1945,1889,3948,3733,2935,5814,2901,4393,5249,4990,3994,3674,3301
RP1-4G17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELP5,1868,1998,2523,2565,2567,2411,1426,1514,1521,3173,3038,2432,5082,2519,2962,2763,3633,3940,3491,3323
AC003688.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CLDN7,6,4,4,7,0,6,6,0,0,4,0,0,3,0,2,4,0,4,10,8
SLC2A4,4,22,11,22,23,35,26,31,37,46,67,52,63,43,34,7,10,47,52,46
RP1-4G17.2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
YBX2,2,3,4,65,44,28,24,28,20,30,28,24,96,43,129,96,116,61,28,40
EIF5A,15986,15358,21751,10198,10371,9435,5613,5596,5791,12942,12368,10040,22647,11467,12391,10156,13924,14693,14203,12937
GPS2,82,126,110,188,178,171,109,124,120,139,152,128,368,162,261,212,279,223,228,200
RP11-542C16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEURL4,1553,1517,2266,3536,3591,3293,1622,1707,1693,3582,3384,2667,5682,2927,5295,4619,5875,4222,3787,3237
AC026954.6,4,6,6,5,6,3,2,6,5,10,9,2,9,11,11,6,11,6,9,5
ACAP1,36,34,66,276,195,162,118,120,106,239,268,205,448,236,246,283,301,234,341,162
KCTD11,425,440,589,708,640,574,649,624,655,1349,1547,1083,2545,1123,737,707,753,1434,1253,1152
RP11-542C16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM95,0,0,0,5,0,3,0,0,0,0,0,2,1,0,1,8,0,2,0,0
TNK1,40,64,85,325,264,249,89,71,79,189,196,147,334,182,465,500,468,156,174,116
TMEM256-PLSCR3,868,717,1116,1526,1537,1364,746,835,793,1604,1582,1251,2888,1552,2036,1589,2254,2050,1794,1771
TMEM256,196,226,255,299,302,289,142,168,169,379,383,288,582,281,347,226,394,553,428,384
NLGN2,6699,6575,10008,19084,19337,17872,8210,9338,9159,18385,17538,14135,33138,17995,28689,23868,32470,21686,19228,17666
RP11-104H15.7,0,0,1,3,0,0,2,0,0,0,3,0,0,0,2,1,2,0,2,3
SPEM1,0,3,3,16,11,4,2,4,5,18,13,6,15,19,12,6,8,2,20,9
C17orf74,3,6,7,16,8,11,4,0,6,27,29,18,49,21,2,15,13,22,12,22
TMEM102,22,22,30,42,42,32,52,57,57,84,114,82,149,58,56,72,43,127,115,85
RP11-104H15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF11,16,13,13,26,28,21,18,15,18,28,33,24,74,23,46,214,66,44,31,58
